ID,First Name,Last Name,Gender,Marital Status,Time Left,Works Here,Birthday,Children,Academic Background,Date Hired,Working Experience,Number of prev. Employers,Salary,Department,Job Title,Recruiter,Recruiter ID
10cb0918-a4c5-411b-9110-23bda11ee07b,Dakota,Nash,F,Single,0,True,1981-08-16,1,MSc,2013-08-06,14,3,36429,Strategy,Strategy Analyst,Adriana Davis,67072115-b01e-491d-8c54-ae8f9f38c8c5
968de480-d9ea-4692-bd6f-68fa9ccb62ea,David,Bullock,M,Single,0,True,1992-01-03,2,Bachelor,2019-04-17,6,2,11610,HR,Benefits Counselor,Stephen Bell,a43aeb8b-b1f1-4740-82fd-ebaaff3e47a7
eb929692-e09a-4d96-80fe-086d65c14198,Dennis,Moran,F,Married,0,True,1994-12-06,2,High School,2018-04-27,7,2,15253,Sales,Sales Associate,Joseph Fernandez,608aa029-7393-4859-b64e-d094bae119c2
155c4a2a-ece3-41eb-8f82-c7dc4c2d9894,David,Harris,M,Single,0,True,1992-11-15,1,MSc,2015-06-27,5,0,12874,Finance,Financial Analyst,Brian Gray,778c5acc-47cf-495f-a986-e2f21c0a73e8
89fbc250-8688-4ffb-a0f3-cab8fc39e96e,Kathryn,Gray,M,Single,0,True,1996-07-06,0,MSc,2019-06-07,1,0,10499,Legal,Resolution Specialist,Jean Sawyer,472d4fc8-7f68-4538-8b24-d1e8e8275436
47569c62-db4f-48e7-b873-0cabb3f96a64,David,Hansen,M,Married,0,True,1996-12-08,0,High School,2014-08-31,6,0,11806,Product,Product Communications Planner,Crystal Montes,e29473b0-c4b1-4d26-918a-2a3edf464515
72bcf73b-311b-4dbb-a70f-c50c2a8d077d,Roberto,Alexander,F,Single,0,True,1984-10-15,2,PhD,2012-10-16,9,1,13588,Sales,Sales Representative,Laura Jones,540bc2dc-167f-4796-9219-ae5f3a9487f6
1bb24ee7-caff-472a-816f-92fec3ef0939,James,Hicks,M,Single,0,True,1996-03-30,1,Bachelor,2019-02-19,3,1,11842,Legal,Resolution Specialist,Brian Gray,778c5acc-47cf-495f-a986-e2f21c0a73e8
e127e49b-e267-4bce-a4dc-68229fe6cde4,Caleb,Bullock,M,Married,0,True,1995-07-02,2,Bachelor,2019-09-13,3,1,12793,Product,Product Integration Assistant,Brian Poole,ff0c1054-14e2-4ae1-9568-48c667e7db10
edfd17db-a1f9-46ec-9b1b-f48104846966,Stephen,Flowers,M,Married,0,True,2000-03-16,1,High School,2019-01-02,2,1,11316,Product,Product Communications Planner,Laura Jones,540bc2dc-167f-4796-9219-ae5f3a9487f6
7dd7fd50-7fe6-444a-9f5f-2b7a4aa0dbfa,Randy,Kaiser,M,Married,0,True,1985-01-30,2,Bachelor,2006-12-23,14,0,18863,Finance,Finance Manager,Melissa Rodriguez,282c1b90-c298-4251-a5ee-719323d3aaef
5d712b59-48be-4fe5-a30b-b1ca63dd96e2,Laura,Wilkinson,F,Single,0,True,1996-04-16,1,Bachelor,2018-02-04,3,1,12666,Product,Product Implementation Manager,Anthony King,0ef123aa-6178-4a4a-b477-bb5ffee5d914
033fc84a-27ca-402b-b619-7596bf54589c,Bridget,Rosales,F,Married,0,True,1996-07-24,1,MSc,2019-02-12,1,0,12371,Sales,Area Sales Manager,Melissa Rodriguez,282c1b90-c298-4251-a5ee-719323d3aaef
2f22b60d-69ef-4534-baae-20312743a65f,Joshua,Grimes,M,Single,0,True,1996-01-10,1,Bachelor,2019-06-09,3,1,12037,Technology,IT Director,Christine Schmidt,4adc9ba6-ac48-4b86-8610-d98e9f34360a
c12d644e-4a5d-4665-baab-aface0131a06,Krystal,Johnston,F,Married,0,True,1990-07-25,1,Bachelor,2018-01-18,8,2,21706,HR,HR Coordinator,Bradley Mason,72a5f5c7-8e5b-493d-af92-df3b616de840
2b88f572-f357-4350-8726-502ee081cbba,Matthew,Richardson,F,Married,0,True,1981-05-21,1,MSc,2018-12-17,13,4,28096,Technology,Database Administrator,Rebecca Davis,b1dd00bb-a8b3-4855-bb45-8ddaf6a8e403
62ca5543-db49-413a-9eea-599da989f120,Lisa,Smith,M,Married,0,True,1989-05-25,1,PhD,2016-07-28,4,0,19315,Sales,Sales Representative,Timothy Rogers,8988edb8-bf4c-4c38-9665-c2e24d9a7096
430c6b40-c9aa-4b8f-9737-bdc3ae1b748d,Jason,Kemp,M,Single,0,True,1993-01-22,1,MSc,2019-03-25,3,1,16312,Strategy,Strategy Analyst,Patrick Campbell,505f886a-8692-491e-a530-3537fa5dcfb4
01141a82-3073-4287-926b-d02b00b61a47,Lorraine,Forbes,M,Single,0,True,1984-02-24,1,MSc,2009-01-17,13,1,17960,Legal,Manager Legal,John Johnson,3cb3d544-65dc-4b29-ad13-151d69e16034
d791ee29-0b48-43a3-8783-28cb932735e0,Crystal,Wilkins,F,Single,0,True,1995-12-09,2,Bachelor,2016-02-13,4,0,13591,Strategy,CIO,Amy Hernandez,ecb1b8aa-c989-4c0b-9aeb-9d786912c6e3
231ee5b7-4faf-4745-b7f4-9cf16a44646c,Andrea,Berry,F,Married,0,True,1993-05-20,1,Bachelor,2018-10-31,5,2,13180,Finance,Portfolio Analyst,Anthony King,0ef123aa-6178-4a4a-b477-bb5ffee5d914
659e7ca8-2851-44cf-8004-a2e06c7d9d12,Justin,Barber,F,Single,0,True,1992-09-03,1,Bachelor,2018-03-09,6,2,15556,Finance,Credit Risk Manager,Christopher Johnson,4a6ffa02-1a33-46f0-a26b-39316053eee8
ced14667-d065-4f83-901a-bba754ceafb6,Brianna,Alvarado,F,Married,0,True,1968-09-04,2,PhD,2015-12-06,21,6,25295,Technology,Software Engineering Manager,Katie Contreras,1fce38e3-c9c5-4823-a046-f06346f9269d
acf58acd-c7e0-4bf3-9d62-5c99399c162d,Danny,Anderson,F,Single,0,True,1993-12-13,1,MSc,2016-03-15,4,0,15136,HR,Benefits Counselor,Beverly Wells,7528bf34-a38e-44a5-b6d6-6e3bdf918c5e
29841e7b-ab12-4dca-a439-cde1ff9b34d8,Brian,Rivers,M,Married,0,True,1995-07-03,1,Bachelor,2017-10-02,4,1,11150,Strategy,CEO,Adam Ramirez,44f27c77-19ff-447b-a94a-b6e3512b1c52
f7557cab-d3a1-4e60-a1ea-f07b1ac26a65,Austin,Rice,M,Single,0,True,1992-12-29,1,High School,2017-04-27,9,2,14044,Legal,Legal Research Analyst,James Pineda,215d0b13-2ab5-4601-9b3d-70985d2771e3
5d7b5cd9-ac0f-45be-bf01-3a982c04dea8,Jason,Roberts,F,Married,0,True,1994-04-19,1,Bachelor,2016-04-25,5,1,15447,Finance,Credit Risk Manager,Laura Jones,540bc2dc-167f-4796-9219-ae5f3a9487f6
df960a94-ce2e-43c0-8bb1-80ca90297936,Thomas,Johnson,F,Single,0,True,1992-07-31,1,Bachelor,2019-10-19,6,2,21404,Legal,Attorney General,Rachel Ryan,510f3146-cbf8-4e34-8fd6-45702c551289
520dd5ce-ce81-4b24-b4cf-8b8533a19c01,Andrew,Garcia,M,Married,0,True,1996-08-08,1,Bachelor,2017-03-05,3,0,14049,Strategy,CEO,Philip Valdez,e196c200-0586-472b-a38c-42f37c7e8b31
261a360a-66fa-49e3-bf81-05f836b693fd,Connie,Beck,F,Single,0,True,1995-03-24,0,Bachelor,2019-10-24,3,1,15103,HR,Retention Specialist,Brian Poole,ff0c1054-14e2-4ae1-9568-48c667e7db10
b6d3c1f0-0c22-4c1c-9ec4-ce45cec07c04,Stephanie,Collier,M,Married,0,True,1996-05-29,1,Bachelor,2017-07-31,3,0,11582,Product,Product Integration Assistant,Jonathon Weaver,60910f86-4070-4540-991d-93ba12341a02
1d2250de-5af5-4c0c-b49d-c9be1aea17dc,Samuel,May,F,Married,0,True,1993-12-02,1,Bachelor,2016-09-29,6,1,15491,Product,Production Technician,Brian Poole,ff0c1054-14e2-4ae1-9568-48c667e7db10
58a92da4-8cf7-4060-a7da-8b528c74098e,Michael,Glover,M,Married,0,True,1984-05-06,2,Bachelor,2009-11-21,14,2,23555,Legal,Attorney General,Alexa Brown,cccefd10-6092-4c93-96bb-b4cf18f924ea
e89bab32-9d19-4df2-a5a2-7b0a0805008e,Jesse,Rivers,F,Single,0,True,1995-04-05,0,Bachelor,2016-04-10,4,0,15414,Technology,Database Administrator,Scott Anderson,c75a3b41-b90b-4fca-bcdf-ac4511a5259a
fa56a86b-f7e7-4905-9d1f-192aeb7d9fd0,Ralph,Clark,M,Married,0,True,1993-06-26,2,MSc,2019-05-31,3,1,10338,Finance,Credit Risk Manager,Andre Anderson,17dd7468-c345-43a1-ad47-3b91d4e9f274
1d3b1872-71fa-4846-8244-4ca78e39a549,Veronica,Baker,M,Married,0,True,1999-05-30,1,High School,2019-01-05,3,1,11661,Technology,IT Director,Shawn Williams,3ee881bc-ba87-4b5f-bf96-d94654d83434
432b0c08-f250-4fc9-9c78-914d3fc51b3a,Danielle,Juarez,F,Single,0,True,1995-02-26,0,MSc,2018-10-19,2,0,14150,Strategy,CEO,Michael Robertson,545c10b7-eb4d-4a28-a1a6-e4dc0b46adec
3941337e-e9c5-4647-845c-7092379e50b2,Jeffery,Thompson,M,Married,0,True,1993-06-22,0,Bachelor,2014-02-26,6,0,13351,Technology,Software Engineering Manager,Michelle Rivera,8769f2fd-a5b7-4552-8df9-b96d34affc7a
b1dd00bb-a8b3-4855-bb45-8ddaf6a8e403,Rebecca,Davis,F,Single,0,True,1993-05-31,1,MSc,2017-10-05,4,1,11625,HR,Talent Consultant,Kelly Conner,fe87c0c3-4d10-49af-bdc6-b7b11867de2c
58e4b7af-16a2-400b-8397-0ef58778f85b,Laura,Humphrey,M,Single,0,True,1993-02-02,1,Bachelor,2017-02-15,5,1,14765,Sales,Director of Sales,Emily Wilson,0dcf0d34-e5e8-40b1-aa11-a5089dde1f99
04b8c362-32b0-4026-9e27-c870ec621156,Stephanie,Cain,M,Married,0,True,1995-08-09,1,High School,2013-04-27,7,0,19179,Legal,Legal Research Analyst,Melissa Rodriguez,282c1b90-c298-4251-a5ee-719323d3aaef
8ef43176-5438-4e2e-a5a4-66ba66d4e079,Johnny,Henderson,M,Single,0,True,1996-07-15,0,Bachelor,2019-03-23,3,1,12468,Technology,Software Engineer,Danny Anderson,acf58acd-c7e0-4bf3-9d62-5c99399c162d
09085e9d-71ed-4ee0-b281-6e163ea7f9ec,Johnathan,Lee,F,Single,0,True,1987-02-19,1,Bachelor,2017-05-30,10,3,19767,Strategy,CIO,Christopher Johnson,4a6ffa02-1a33-46f0-a26b-39316053eee8
21efd527-7a1f-49dd-8f56-fd7d8c201571,Nancy,Keller,M,Married,0,True,1999-09-16,1,High School,2019-03-30,3,1,11860,Sales,Director of Sales,Beverly Wells,7528bf34-a38e-44a5-b6d6-6e3bdf918c5e
5d878642-5a97-4a76-ab34-7b5884f51ab1,Paul,Simmons,M,Married,0,True,1959-11-28,2,Bachelor,2006-06-24,35,7,60200,Strategy,Business Strategy Manager,Ricky Soto,66c3e22b-cdb1-4cd8-abb3-ba162d82f9b6
e6180c7a-bf74-4470-82e3-670f80d96dc3,John,Greer,F,Married,0,True,1992-09-12,1,MSc,2016-05-06,5,1,12962,Strategy,Business Planner,Norman Pena,b9f2f580-0a55-4241-8079-70d8d0185b2d
5cd0c921-89ed-4204-8980-50a713e6e680,Nicole,Patel,M,Married,0,True,1995-11-27,1,MSc,2018-06-10,2,0,12749,HR,Benefits Counselor,Anthony King,0ef123aa-6178-4a4a-b477-bb5ffee5d914
d2480750-2bae-4091-925e-6674ab63ae1f,Karen,Wood,F,Married,0,True,1981-12-14,2,MSc,2008-12-27,15,2,44382,Finance,Credit Risk Analyst,Joseph Durham,8700cfed-571a-41b0-a32e-a7fbb2bec49f
bdf88814-1395-4615-a11b-bc4dcf81b47e,Sydney,Romero,F,Single,0,True,1996-10-16,2,High School,2015-03-30,6,1,14085,Technology,Database Administrator,Allison Smith,bbeb02a7-61e7-4c1e-a8ff-882971dd7a2e
5fee3352-3a73-49b4-9fc4-1cb3efca05dd,Monica,Hodge,F,Single,0,True,1994-04-05,1,Bachelor,2018-01-29,4,1,15496,HR,Benefits Counselor,Virginia Fitzgerald,8a882692-c3f8-4617-ba19-5724c98e71df
a2727e3d-a59d-4a08-85e0-37f4fc4186c2,Elizabeth,Peterson,F,Married,0,True,1993-07-12,1,MSc,2016-08-22,4,0,15655,Legal,Attorney General,Jonathon Weaver,60910f86-4070-4540-991d-93ba12341a02
151ae673-a73f-4dcf-ac16-bafb0ac8f197,David,Fry,M,Married,0,True,1993-10-09,1,Bachelor,2017-05-05,5,1,13576,Product,Production Technician,Edward Williams,156afdc0-aaf7-4e7c-a22f-36832363de66
d66d7c61-58d6-4a5c-9884-0115af1feaa3,Christina,Hanna,M,Single,0,True,1992-11-29,2,Bachelor,2017-07-01,6,2,18595,HR,Retention Specialist,Edward Bennett,f4e14e75-4ea2-44f5-a854-3d8871dfd962
648ec587-d82f-40d1-88f1-e8f8a582d170,Richard,Ward,F,Single,0,True,1993-05-02,1,Bachelor,2016-07-28,6,1,13187,Technology,Software Engineer,Christopher Anderson,4adaf09c-1f6c-4559-8d84-ec43e62aea69
ee503d1c-e398-4608-bdc5-67cc86bf3c3e,Miguel,Zamora,F,Married,0,True,1996-09-03,2,MSc,2019-09-23,1,0,11973,Strategy,Business Planner,Ricky Soto,66c3e22b-cdb1-4cd8-abb3-ba162d82f9b6
c8b94661-cd8d-47f9-8cdf-16830ed44bfe,Larry,Dixon,F,Single,0,True,1992-12-26,2,Bachelor,2015-04-27,7,1,13265,Legal,Resolution Specialist,Donald Scott,3cf1de8b-d996-43c4-bb7c-d3a2d09d64e1
d135515a-ed4e-478c-81a0-c0170cd8017f,Dennis,Clark,F,Single,0,True,1993-02-05,3,MSc,2016-11-22,4,0,12878,Legal,Legal Analyst,Alexa Brown,cccefd10-6092-4c93-96bb-b4cf18f924ea
16512f73-208a-4a5f-afc9-6ecda2ae3a71,Dawn,Gonzalez,M,Single,0,True,1978-12-09,1,Bachelor,2007-09-05,19,3,49391,Strategy,Business Strategy Manager,Matthew Maynard,6be16292-3ea7-4eb2-baa4-d9c90892c992
dc6cc809-1b3b-4ab5-91dc-660284485b10,Barry,Williams,M,Single,0,True,1996-07-26,0,High School,2014-08-09,6,0,13520,Finance,Finance Manager,Angela Barnes,4686fd9b-97a0-4271-af96-00667f7a2172
7419da32-ba1d-411e-af87-76c9d2ac1acb,Luis,Figueroa,M,Married,0,True,1995-01-28,2,Bachelor,2018-03-04,4,1,14987,Legal,Legal Analyst,Joshua Wilson,fe342a0c-c2ae-4f65-bfd8-19c030033c09
6ce118aa-efa0-417d-bb7f-b1ab27a03cfa,Ashley,Shea,M,Married,0,True,1968-06-09,1,MSc,2016-05-24,24,7,24053,HR,HR Coordinator,Susan Wilson,a814e7ff-b207-453b-8167-7ccdeb6c1acc
dc2f4bba-3726-4cbc-a51f-d3bffa626941,Henry,Murphy,M,Single,0,True,1993-10-07,1,Bachelor,2017-04-01,5,1,13755,HR,Recruiting Manager,Mark Murphy,599a6e41-3f0e-40df-bd15-a236faa571ab
827fb925-eb4a-4163-9021-598403035a9f,Johnny,Torres,M,Married,0,True,1995-06-19,0,MSc,2018-03-23,2,0,11782,Sales,Sales Manager,Margaret Arroyo,85b9cd79-72ac-4a9a-b04d-48e506d4e1ce
a7260152-b2a2-4d34-966f-80246f74350e,Tony,Tapia,F,Single,0,True,1995-03-29,1,High School,2016-08-15,6,1,14647,Legal,Attorney General,Norma Adams,cf6d24e0-45b1-40d2-8038-0474d973eafd
6c70088c-2663-408a-a472-5944aeed9393,Marissa,Maddox,M,Married,0,True,1994-10-18,2,MSc,2017-03-11,3,0,12389,Strategy,CEO,Michael Robertson,545c10b7-eb4d-4a28-a1a6-e4dc0b46adec
683918cd-8981-458b-9ebe-5459ba00f6a3,Marissa,Best,M,Single,0,True,1995-07-17,0,Bachelor,2017-03-26,4,1,15216,Sales,Area Sales Manager,Theresa Cole,e57e02d0-147f-4e18-adc6-7c94c8065964
ed3c101e-0c80-4f70-996d-ee9f27baf32a,Ashley,Booker,M,Married,0,True,1993-08-04,0,Bachelor,2017-12-26,5,1,16339,Legal,Legal Research Analyst,Norman Pena,b9f2f580-0a55-4241-8079-70d8d0185b2d
0f6dd615-b25c-4c0e-b3b2-a22c7ea8c275,Alan,Young,M,Married,0,True,1986-09-04,2,MSc,2012-07-22,10,1,21914,Finance,Credit Risk Manager,Jonathon Weaver,60910f86-4070-4540-991d-93ba12341a02
1910dd2b-a0ec-40a5-b906-39eccc04d179,Stephen,Arnold,M,Single,0,True,1994-11-14,0,High School,2015-12-04,7,1,17134,Finance,Portfolio Analyst,Nicole Collins,193988fd-b97b-4177-bb55-68426f35f0bb
23e2d0ec-c83b-43f7-9512-ea78de0af63d,Tina,Wilson,F,Married,0,True,1980-08-12,2,Bachelor,2009-07-22,17,3,21349,Legal,Attorney General,Philip Valdez,e196c200-0586-472b-a38c-42f37c7e8b31
c2fd2149-49b7-4acd-91e4-f82f2e898857,Colton,Hughes,M,Single,0,True,1995-08-12,1,MSc,2019-01-05,2,1,13632,Product,Product Brand Associate,Laura Jones,540bc2dc-167f-4796-9219-ae5f3a9487f6
7b8c8fb6-719b-4447-bcec-c0a3ea5b2e2d,Scott,White,M,Single,0,True,1992-01-11,1,MSc,2015-09-14,5,0,12634,Technology,IT Director,Catherine Green,164ae069-858c-4f1e-a99b-cc044ec2a0b9
479bdde4-4cc7-42bb-b2b6-039c77380c66,Shane,Farrell,M,Married,0,True,1996-03-20,0,High School,2018-01-09,5,2,12323,Legal,Defense Attorney,Julia Suarez,d0d8ece0-c157-4a68-830d-b0e1a515f04f
